id;Name;SMILE;Taste;Reference;Note
123;3371;C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F;Bitter;BitterDB;none
124;3476;CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C;Bitter;BitterDB;none
125;3516;COC1=CC=CC=C1OCC(CO)O;Bitter;BitterDB;none
126;3559;C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;Bitter;BitterDB;none
127;3676;CCN(CC)CC(=O)NC1=C(C=CC=C1C)C;Bitter;BitterDB;none
128;3776;CC(C)O;Bitter;BitterDB;none
129;3778;CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C;Bitter;BitterDB;none
130;3828;CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC;Bitter;BitterDB;none
131;3948;CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O;Bitter;BitterDB;none
132;4004;CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC;Bitter;BitterDB;none
133;4044;CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C;Bitter;BitterDB;none
134;4059;CC1=CC=CC=C1OCC(CO)O;Bitter;BitterDB;none
135;4064;CCCC(C)(COC(=O)N)COC(=O)N;Bitter;BitterDB;none
136;4095;CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2;Bitter;BitterDB;none
137;4114;COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2;Bitter;BitterDB;none
138;4162;CCC1(C(=O)C(CNC1=O)C)CC;Bitter;BitterDB;none
139;4189;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl;Bitter;BitterDB;none
140;4472;C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2;Bitter;BitterDB;none
141;4488;C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F;Bitter;BitterDB;none
142;4583;CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O;Bitter;BitterDB;none
143;4594;CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC;Bitter;BitterDB;none
144;4601;CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C;Bitter;BitterDB;none
145;4619;CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC;Bitter;BitterDB;none
146;4679;COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC;Bitter;BitterDB;none
147;4680;COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC;Bitter;BitterDB;none
148;4740;CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C;Bitter;BitterDB;none
149;4754;CCOC1=CC=C(C=C1)NC(=O)C;Bitter;BitterDB;none
150;4770;C1=CC=C(C=C1)CCCOC(=O)N;Bitter;BitterDB;none
151;4780;C1=CC=C(C=C1)N=C(N)N=C(N)N;Bitter;BitterDB;none
152;4781;CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3;Bitter;BitterDB;none
153;4788;C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O;Bitter;BitterDB;none
154;4806;C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O;Bitter;BitterDB;none
155;4831;CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O;Bitter;BitterDB;none
156;4848;CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4;Bitter;BitterDB;none
157;4873;[Cl-].[K+];Bitter;BitterDB;none
158;4913;CCN(CC)CCNC(=O)C1=CC=C(C=C1)N;Bitter;BitterDB;none
159;4946;CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O;Bitter;BitterDB;none
160;4947;CCCOC(=O)C1=CC(=C(C(=C1)O)O)O;Bitter;BitterDB;none
161;5143;C1=CC=C2C(=C1)C(=O)NS2(=O)=O;Bitter;BitterDB;none
162;5147;C1=CC=C(C(=C1)C(=O)N)O;Bitter;BitterDB;none
163;5161;C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O;Bitter;BitterDB;none
164;5326;COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N;Bitter;BitterDB;none
165;5329;CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N;Bitter;BitterDB;none
166;5330;COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N;Bitter;BitterDB;none
167;5344;CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N;Bitter;BitterDB;none
168;5362;CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O;Bitter;BitterDB;none
169;5429;CN1C=NC2=C1C(=O)NC(=O)N2C;Bitter;BitterDB;none
170;5497;CCN(CC)C(=O)C1=CN=CC=C1;Bitter;BitterDB;none
171;5531;CCN(CC)C1=CC(=NC2=NC=NN12)C;Bitter;BitterDB;none
172;5541;CC(=O)OCC(COC(=O)C)OC(=O)C;Bitter;BitterDB;none
173;5576;CC1(C(=O)N(C(=O)O1)C)C;Bitter;BitterDB;none
174;5578;COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N;Bitter;BitterDB;none
175;5741;COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC.Cl;Bitter;BitterDB;none
176;5743;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C;Bitter;BitterDB;none
177;5750;CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl;Bitter;BitterDB;none
178;5754;C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O;Bitter;BitterDB;none
179;5755;C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O;Bitter;BitterDB;none
180;5825;C[C@@H](CC1=CC=CC=C1)N.C[C@@H](CC1=CC=CC=C1)N.OS(=O)(=O)O;Bitter;BitterDB;none
181;5827;CC(=O)NC1=CC=C(C=C1)OC;Bitter;BitterDB;none
182;5838;CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2;Bitter;BitterDB;none
183;5842;C=CCC1(C(=O)NC(=O)NC1=O)CC=C;Bitter;BitterDB;none
184;5865;C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C;Bitter;BitterDB;none
185;5879;C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O;Bitter;BitterDB;none
186;5883;CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-];Bitter;BitterDB;none
187;5917;C1CCC2=NN=NN2CC1;Bitter;BitterDB;none
188;5959;C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-];Bitter;BitterDB;none
189;5962;C(CCN)C[C@@H](C(=O)O)N;Bitter;BitterDB;none
190;5971;C=CCN=C=S;Bitter;BitterDB;none
191;5994;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C;Bitter;BitterDB;none
192;6021;C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O;Bitter;BitterDB;none
193;6048;C1CN=C(N1)CC2=CC=CC=C2.Cl;Bitter;BitterDB;none
194;6050;CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC;Bitter;BitterDB;none
195;6054;C1=CC=C(C=C1)CCO;Bitter;BitterDB;none
196;6055;CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O;Bitter;BitterDB;none
197;6057;C1=CC(=CC=C1C[C@@H](C(=O)O)N)O;Bitter;BitterDB;none
198;6072;C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O;Bitter;BitterDB;none
199;6100;CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-];Bitter;BitterDB;none
200;6106;CC(C)C[C@@H](C(=O)O)N;Bitter;BitterDB;none
201;6140;C1=CC=C(C=C1)C[C@@H](C(=O)O)N;Bitter;BitterDB;none
202;6167;CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC;Bitter;BitterDB;none
203;6197;C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C;Bitter;BitterDB;none
204;6202;CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-];Bitter;BitterDB;none
205;6209;C[N+](C)(C)CCO.[Cl-];Bitter;BitterDB;none
206;6274;C1=C(NC=N1)C[C@@H](C(=O)O)N;Bitter;BitterDB;none
207;6282;C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+];Bitter;BitterDB;none
208;6287;CC(C)[C@@H](C(=O)O)N;Bitter;BitterDB;none
209;6305;C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N;Bitter;BitterDB;none
210;6306;CC[C@H](C)[C@@H](C(=O)O)N;Bitter;BitterDB;none
211;6314;CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.Cl;Bitter;BitterDB;none
212;6322;C(C[C@@H](C(=O)O)N)CN=C(N)N;Bitter;BitterDB;none
213;6433;CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC;Bitter;BitterDB;none
214;6454;C=CCC1(C(=O)NC(=O)NC1=O)C2CCC=C2;Bitter;BitterDB;none
215;6463;C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O;Bitter;BitterDB;none
216;6464;CC(C)C1(C(=O)NC(=O)NC1=O)CC=C;Bitter;BitterDB;none
217;6465;CCC1(C(=O)CCNC1=O)CC;Bitter;BitterDB;none
218;6473;CCCCC1(C(=O)NC(=O)NC1=O)CC;Bitter;BitterDB;none
219;6489;CCC(CC)(C(=O)NC(=O)NC(=O)C)Br;Bitter;BitterDB;none
220;6506;CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O;Bitter;BitterDB;none
221;6509;CC[N+](CC)(CC)CC.[OH-];Bitter;BitterDB;none
222;6584;CC(=O)OC;Bitter;BitterDB;none
223;6613;CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O;Bitter;BitterDB;none
224;6674;C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CCC(=O)C4)C)C;Bitter;BitterDB;none
225;6675;C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C;Bitter;BitterDB;none
226;6759;CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@H]([C@H]([C@H](CO)O)O)O;Bitter;BitterDB;none
227;6760;COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC;Bitter;BitterDB;none
228;6781;CCOC(=O)C1=CC=CC=C1C(=O)OCC;Bitter;BitterDB;none
229;6847;C1=CC=C2C(=C1)C=CC=C2C(=O)O;Bitter;BitterDB;none
230;6849;C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-];Bitter;BitterDB;none
231;6873;CC(C)COC(=O)C1=CC=CC=C1O;Bitter;BitterDB;none
232;6874;CC(C)CCOC(=O)C1=CC=CC=C1O;Bitter;BitterDB;none
233;6954;C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-];Bitter;BitterDB;none
234;7020;C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2;Bitter;BitterDB;none
235;7092;CC1=CC2=C(C=C1)OC(=O)C=C2;Bitter;BitterDB;none
236;7127;COC1=C(C=C(C=C1)CC=C)OC;Bitter;BitterDB;none
237;7144;CC1=CC(=C(C=C1)O)OC;Bitter;BitterDB;none
238;7165;CCOC(=O)C1=CC=CC=C1;Bitter;BitterDB;none
239;7170;CCOC(=O)CC(=O)C1=CC=CC=C1;Bitter;BitterDB;none
240;7196;C1OC2=C(O1)C=C(C=C2)C(=O)O;Bitter;BitterDB;none
241;7330;C1=CC(=C(C=C1Cl)Cl)CN(CCO)C(=O)C(Cl)Cl;Bitter;BitterDB;none
242;7361;C1=COC(=C1)CO;Bitter;BitterDB;none
243;7410;CC(=O)C1=CC=CC=C1;Bitter;BitterDB;none
244;7461;CC1=CCC(=CC1)C(C)C;Bitter;BitterDB;none
245;7462;CC1=CC=C(CC1)C(C)C;Bitter;BitterDB;none
246;7476;CC(=O)C1=CC=C(C=C1)OC;Bitter;BitterDB;none
247;7531;CC(C)(CC1=CC=CC=C1)O;Bitter;BitterDB;none
248;7535;CCCCCCCCCCCCNC(=O)C[N+](C)(C)CC1=CC=CC=C1.[Cl-];Bitter;BitterDB;none
249;7550;C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-];Bitter;BitterDB;none
250;7590;CCOC(=O)CC1=CC=CC=C1;Bitter;BitterDB;none
251;7655;CC(C)C(=O)OCCC1=CC=CC=C1;Bitter;BitterDB;none
252;7662;CC(C)C(=O)OCCCC1=CC=CC=C1;Bitter;BitterDB;none
253;7711;C1=CC=C(C=C1)CCOC=O;Bitter;BitterDB;none
254;7768;C1CCC(=O)NCC1;Bitter;BitterDB;none
255;7772;CCC(=O)OCCC(C)C;Bitter;BitterDB;none
256;7792;CC(C)CCCC(C)CCO;Bitter;BitterDB;none
257;7803;CCCOC(=O)CC;Bitter;BitterDB;none
258;7896;CC(CCO)O;Bitter;BitterDB;none
259;7975;CC1=CC=CC=N1;Bitter;BitterDB;none
260;7997;CCCOC(=O)C;Bitter;BitterDB;none
261;8025;CCOC=O;Bitter;BitterDB;none
262;8038;CC(C)COC(=O)C;Bitter;BitterDB;none
263;8073;CCCOC=O;Bitter;BitterDB;none
264;8082;C1CCNCC1;Bitter;BitterDB;none
265;8085;CC(C)CNCC(C)C;Bitter;BitterDB;none
266;8093;CCCCCCC(=O)C;Bitter;BitterDB;none
267;8105;C(CCO)CCO;Bitter;BitterDB;none
268;8246;CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-];Bitter;BitterDB;none
269;8274;C=CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2;Bitter;BitterDB;none
270;8275;CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C;Bitter;BitterDB;none
271;8400;C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O;Bitter;BitterDB;none
272;8438;C1OC2=C(O1)C=C(C=C2)C=O;Bitter;BitterDB;none
273;8478;CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-];Bitter;BitterDB;none
274;8486;C1=C(SC(=N1)N)[N+](=O)[O-];Bitter;BitterDB;none
275;8549;COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O;Bitter;BitterDB;none
276;8577;C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-].[NH4+];Bitter;BitterDB;none
277;8593;C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O;Bitter;BitterDB;none
278;8631;C1=C(C=C(C(=C1I)O)C(=O)O)I;Bitter;BitterDB;none
279;8635;COC(=O)C1=CC=CC=C1N;Bitter;BitterDB;none
280;8644;CCN(CC)CC(C)(C)COC(=O)C(CO)C1=CC=CC=C1.OP(=O)(O)O;Bitter;BitterDB;none
281;8658;COC1=CC=CC=C1C=O;Bitter;BitterDB;none
282;8691;C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl;Bitter;BitterDB;none
283;8695;CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl;Bitter;BitterDB;none
284;8714;CC(C)(CO)C(C(=O)NCCC(=O)[O-])O.CC(C)(CO)C(C(=O)NCCC(=O)[O-])O.[Ca+2];Bitter;BitterDB;none
285;8763;CCC(=O)OCC(COC(=O)CC)OC(=O)CC;Bitter;BitterDB;none
286;8785;CC(=O)OCC1=CC=CC=C1;Bitter;BitterDB;none
287;8792;CC(C)CC(=O)OCCC1=CC=CC=C1;Bitter;BitterDB;none
288;8813;C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O;Bitter;BitterDB;none
289;8833;CC(CCCC(=C)C)CCOC(=O)C;Bitter;BitterDB;none
290;8834;CCC(=O)OCCC(C)CCC=C(C)C;Bitter;BitterDB;none
291;8842;CC(CCC=C(C)C)CCO;Bitter;BitterDB;none
292;8908;CCCCCCOC(=O)C;Bitter;BitterDB;none
293;8914;CCCCCCCCCO;Bitter;BitterDB;none
294;8918;CCCCCCCCCOC(=O)C;Bitter;BitterDB;none
295;8969;COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O;Bitter;BitterDB;none
296;9015;COC1=CC=C(C=C1)O;Bitter;BitterDB;none
297;9016;COC1=CC=C(C=C1)OC;Bitter;BitterDB;none
298;9064;C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O;Bitter;BitterDB;none
299;9065;CC(C(C1=CC=CC=C1)O)N.Cl;Bitter;BitterDB;none
300;9210;C1=CC=C2C(=C1)C=NC=N2;Bitter;BitterDB;none
301;9259;C1=CC=NN=C1;Bitter;BitterDB;none
302;9301;CN1CCC=C(C1)C(=O)OC.Br;Bitter;BitterDB;none
303;9336;CC[N+](C)(C)C1=CC(=CC=C1)O.[Br-];Bitter;BitterDB;none
304;9433;CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N;Bitter;BitterDB;none
305;9473;CC(=O)OCC1=CC2=C(C=C1)OCO2;Bitter;BitterDB;none
306;9475;CCCCC(C(=O)O)N;Bitter;BitterDB;none
307;9603;CC1=CC=C(C=C1)F;Bitter;BitterDB;none
308;9649;COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7C4N2C(=O)CC7OCC=C6C5)OC;Bitter;BitterDB;none
309;9862;CC(=CCCC(=O)C)C;Bitter;BitterDB;none
310;10052;CC(=O)O[C@H]1C[C@@]2(C3CC[C@@H]4C[C@H](CC[C@@]4(C3CC[C@@]2([C@H]1C5=CC(=O)OC=C5)C)C)OC(=O)CCCCCCC(=O)NC(CCCN=C(N)N)C(=O)O)O;Bitter;BitterDB;none
311;10133;C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C;Bitter;BitterDB;none
312;10189;CC1=CC(=O)C2=C(C=C(C=C2O1)OC)O;Bitter;BitterDB;none
313;10251;C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3;Bitter;BitterDB;none
314;10331;C1=CC=C2C(=C1)C=C(O2)C(=O)O;Bitter;BitterDB;none
315;10403;C1CCCC(=O)CCC1;Bitter;BitterDB;none
316;10511;CCN1CC2([C@H]3C(C4[C@@H]1C3([C@@H]5C[C@]6(C([C@@H]5[C@@]4(C(C6OC)O)O)O)O)C(CC2O)OC)OC)COC;Bitter;BitterDB;none
317;10512;COC1=CC2=C(C=C1)N3C4C25CCN6C5CC7C4C(CC3=O)OCC=C7C6;Bitter;BitterDB;none
318;10518;CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2;Bitter;BitterDB;none
319;10535;CCC(CC)(C(=O)N)Br;Bitter;BitterDB;none
320;10680;C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2;Bitter;BitterDB;none
321;10685;C1=CC=C2C(=C1)C(=CN2)CCO;Bitter;BitterDB;none
322;10709;C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])[N+](=O)[O-];Bitter;BitterDB;none
323;10724;C1CC2=CC=CC=C2C(=O)C1;Bitter;BitterDB;none
324;10766;CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1.Cl;Bitter;BitterDB;none
325;10830;C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3.Cl;Bitter;BitterDB;none
326;10866;CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1.[Br-];Bitter;BitterDB;none
327;10895;CCC(=O)OCC(C)C;Bitter;BitterDB;none
328;10919;C[N+](C)(C)CCCCC[N+](C)(C)C.[Br-].[Br-];Bitter;BitterDB;none
329;10976;CCCCCC(C)O;Bitter;BitterDB;none
330;10983;CC(=CCN=C(N)N)C;Bitter;BitterDB;none
331;10994;C(CC#N)CC#N;Bitter;BitterDB;none
332;11020;CC(C)C1(C(=O)NC(=O)NC1=O)CC(=C)Br;Bitter;BitterDB;none
333;11069;COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O;Bitter;BitterDB;none
334;11079;C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl;Bitter;BitterDB;none
335;11095;C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O;Bitter;BitterDB;none
336;11107;C1=CN=CC=C1C2=CC=NC=C2;Bitter;BitterDB;none
337;11114;CC(C)CNCCOC(=O)C1=CC(=CC=C1)N.Cl;Bitter;BitterDB;none
338;11128;CC(C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O;Bitter;BitterDB;none
339;11176;CCCOC(=O)CC(C)C;Bitter;BitterDB;none
340;11368;CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O.Cl;Bitter;BitterDB;none
341;11520;CCCCC(CC)O;Bitter;BitterDB;none
342;11820;CN1C(=O)C=CC2=CC=CC=C21;Bitter;BitterDB;none
343;12020;CCC(C=C)O;Bitter;BitterDB;none
344;12038;CCOC(=O)C1=CC(=C(C=C1)O)OC;Bitter;BitterDB;none
345;12456;COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.[Cl-];Bitter;BitterDB;none
346;12508;CCC(=O)OC(C)C;Bitter;BitterDB;none
347;12560;CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O;Bitter;BitterDB;none
348;12947;CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O;Bitter;BitterDB;none
349;13144;CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2];Bitter;BitterDB;none
350;13250;CCOC(=O)C1=CC(=C(C(=C1)O)O)O;Bitter;BitterDB;none
351;13810;CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O;Bitter;BitterDB;none
352;14184;CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl;Bitter;BitterDB;none
353;14217;C=CS(=O)C=C;Bitter;BitterDB;none
354;14362;CCC(C)C1(C(=O)NC(=O)NC1=O)CC(=C)Br;Bitter;BitterDB;none
355;14525;CC1(C2CCC(C2)(C1=O)C)C;Bitter;BitterDB;none
356;14710;CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-];Bitter;BitterDB;none
357;14777;[OH-].[OH-].[Ca+2];Bitter;BitterDB;none
358;14842;CC1=C(C=CC(=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2)C(C)(C)CC(C)(C)C.[Cl-];Bitter;BitterDB;none
359;14900;CCCCCCCCCCCCCCCC(=O)OCC(CO)O;Bitter;BitterDB;none
360;14969;C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O;Bitter;BitterDB;smile corrected from pubchem 
361;14989;C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3[C@@H]2[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)CO)O;Bitter;BitterDB;none
362;15063;CCC(C)(C(=O)OC1C2[C@H]([C@H]([C@@]3(C4C2(CO3)C(CC5[C@@]4([C@@H]([C@H](C=C5C)O)O)C)OC1=O)O)O)C)O;Bitter;BitterDB;none
363;15406;CC1(C2CCC(C2)(C1O)C)C;Bitter;BitterDB;none
364;15424;CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C.Cl;Bitter;BitterDB;none
365;15487;CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.[Cl-];Bitter;BitterDB;none
366;15722;C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl;Bitter;BitterDB;none
367;16331;CCCCOC(=O)CCC(=O)C;Bitter;BitterDB;none
368;16537;CC1=CCC(CC1)C(C)(C)OC=O;Bitter;BitterDB;none
369;16666;C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C;Bitter;BitterDB;none
370;16741;C1=CC=C(C=C1)CCN=C=S;Bitter;BitterDB;none
371;17141;CC1(CCC(CC1)C(C)(C)O)O.O;Bitter;BitterDB;none
372;17275;C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.Cl;Bitter;BitterDB;none
373;18735;CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC(=C)Br;Bitter;BitterDB;none
374;19094;CC(CC(C)(C)O)OC(C(Cl)(Cl)Cl)O;Bitter;BitterDB;none
375;19518;CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-];Bitter;BitterDB;none
